#最大Miese应力(MPa)   最大Miese应变  密度kg/m^3  弹模GPa  转速r/min 
3.19002000e+02 2.70233191e-03 7.600921982314601337e+03 1.859748950535866072e+02 2.228969284511448495e+04 
1.74911000e+02 1.43789076e-03 7.773974613893548849e+03 1.911240716703421185e+02 1.524127179248290668e+04 
1.83530000e+02 1.36130213e-03 7.947027245472496361e+03 2.133356470513446936e+02 1.563285073985132658e+04 
1.85841000e+02 1.36229934e-03 7.704757289578578821e+03 2.162358951370810018e+02 1.602442968721974830e+04 
2.02302000e+02 1.50649491e-03 8.293132508630391385e+03 2.151080108430602991e+02 1.641600863458816821e+04 
2.31655000e+02 2.26676032e-03 9.504500929683023060e+03 1.658871748599714522e+02 1.680758758195659175e+04 
2.23171000e+02 1.68138387e-03 8.639237771788286409e+03 2.147328535320610285e+02 1.719916652932501165e+04 
2.34412000e+02 1.97049503e-03 8.812290403367233012e+03 1.932774926111358980e+02 1.759074547669343156e+04 
2.46514000e+02 1.85808280e-03 8.985343034946181433e+03 2.160953137756052911e+02 1.798232442406185146e+04 
2.22896000e+02 2.07845388e-03 7.557559844179312677e+03 1.734892740009550209e+02 1.837390337143027500e+04 
2.78184000e+02 2.24967173e-03 9.331448298104074638e+03 1.980853587952189230e+02 1.876548231879869491e+04 
2.23254000e+02 1.67697968e-03 6.967015869551354626e+03 2.153837207104026845e+02 1.915706126616711845e+04 
3.12509000e+02 2.30971587e-03 9.677553561261971481e+03 2.136572936715273840e+02 1.954864021353553835e+04 
2.44977000e+02 1.85038236e-03 7.260662157149364248e+03 2.158296590704977689e+02 1.994021916090395825e+04 
2.35257000e+02 2.04500834e-03 6.588876935450292876e+03 1.869621979861315992e+02 2.039124285432279066e+04 
3.29225000e+02 2.49065633e-03 9.027221634355624701e+03 2.075059117020767303e+02 2.078282180169121057e+04 
3.50352000e+02 2.33752490e-03 9.262230973789104610e+03 2.337196102555641346e+02 2.117440074905963411e+04 
3.08939000e+02 2.30789154e-03 7.859517031163515639e+03 2.116677853862872212e+02 2.156597969642805401e+04 
2.96875000e+02 2.16678518e-03 7.281087461766082015e+03 2.176832673448330127e+02 2.195755864379647392e+04 
1.65594000e+02 1.18166863e-03 7.454140093345029527e+03 2.181525880977077634e+02 1.490913759116489564e+04 
1.81542000e+02 1.44194299e-03 8.161958476460888050e+03 1.989193047099596754e+02 1.530071653853331736e+04 
2.08236000e+02 1.52603694e-03 9.447849202971197883e+03 2.192698845272708184e+02 1.569229548590173727e+04 
1.76783000e+02 1.26227323e-03 7.095731691907511049e+03 2.203977688212915496e+02 1.608387443327015899e+04 
1.79102000e+02 1.29396976e-03 6.897665410563892692e+03 2.182487347163990421e+02 1.647545338063858071e+04 
2.20753000e+02 1.64847038e-03 8.852906271364034183e+03 2.164312312612919413e+02 1.686703232800700061e+04 
2.21466000e+02 2.02829137e-03 8.492455882818714599e+03 1.765338512556024853e+02 1.725861127537542052e+04 
2.32620000e+02 1.73991567e-03 8.665508514397661202e+03 2.170721155187220575e+02 1.765019022274384406e+04 
2.24981000e+02 1.64639014e-03 7.935981200037576855e+03 2.212339892029325767e+02 1.804176917011226396e+04 
2.59546000e+02 1.80858863e-03 9.011613777555556226e+03 2.320312154472447901e+02 1.843334811748068387e+04 
2.75595000e+02 2.01159098e-03 9.184666409134502828e+03 2.197286731310123002e+02 1.882492706484910741e+04 
2.62769000e+02 1.92272778e-03 8.396967815894367959e+03 2.205931049455024606e+02 1.921650601221752731e+04 
2.89430000e+02 2.03680166e-03 8.897832820637198893e+03 2.264763354661288304e+02 1.960808495958594722e+04 
2.37893000e+02 1.75891911e-03 6.949327323995614279e+03 2.199915327547083166e+02 1.999966390695437076e+04 
2.50900000e+02 1.76397654e-03 6.666441500104894658e+03 2.310781487038705109e+02 2.106522958163147632e+04 
2.68573000e+02 2.43829458e-03 6.886735585906066262e+03 1.772759903741662981e+02 2.145680852899989623e+04 
2.87710000e+02 2.50585874e-03 7.123642686987202978e+03 1.831362417876077302e+02 2.184838747636831613e+04 
3.37298000e+02 2.38672031e-03 8.079027364744133592e+03 2.212643575861727072e+02 2.223996642373673967e+04 
1.68846000e+02 1.17896551e-03 7.405893480642907889e+03 2.237074680788237515e+02 1.519154537110515957e+04 
1.83375000e+02 1.54358163e-03 7.987643113469298441e+03 1.879693681124884677e+02 1.558312431847358130e+04 
1.69875000e+02 1.34832574e-03 6.761929567029240388e+03 1.970097989346852785e+02 1.597470326584200120e+04 
1.95078000e+02 1.80530174e-03 7.925051375379750425e+03 1.723719775713919660e+02 1.636628221321042292e+04 
2.04843000e+02 1.44370019e-03 8.098104006958697937e+03 2.275936318956918569e+02 1.675786116057884283e+04 
1.86003000e+02 1.45200996e-03 6.735658824419864686e+03 2.030811783941701947e+02 1.714944010794726637e+04 
1.93538000e+02 1.47740542e-03 6.821201241689830567e+03 2.087483681503009905e+02 1.754101905531568627e+04 
2.36420000e+02 1.80823001e-03 8.574231305739627715e+03 2.125652450592420450e+02 1.793259800268410618e+04 
2.28337000e+02 1.65707022e-03 7.845653242591606613e+03 2.233762122722712320e+02 1.832417695005252972e+04 
2.65995000e+02 2.51195196e-03 8.963367164853434588e+03 1.706506207349761439e+02 1.871575589742094962e+04 
2.75748000e+02 2.16124628e-03 8.920336568897522739e+03 2.046168628493305732e+02 1.910733484478936953e+04 
2.91744000e+02 2.07473682e-03 9.070885452216145495e+03 2.238905468152228195e+02 1.949891379215779307e+04 
3.16945000e+02 2.45732908e-03 9.482525059590276214e+03 2.033440380178661826e+02 1.989049273952621297e+04 
3.35293000e+02 2.39626846e-03 9.655577691169224636e+03 2.192143385880606843e+02 2.028207168689463288e+04 
3.54343000e+02 2.46218984e-03 9.828630322748171238e+03 2.241534064389188075e+02 2.067365063426305278e+04 
3.24211000e+02 2.22707528e-03 8.351436922182932904e+03 2.289168523139235276e+02 2.143958316746221317e+04 
2.77573000e+02 1.96001517e-03 6.879123087420058255e+03 2.269162750196599632e+02 2.183116211483063671e+04 
3.63334000e+02 2.48077770e-03 8.724780189058252290e+03 2.275380859564817229e+02 2.222274106219905661e+04 
1.68501000e+02 1.55450761e-03 7.398280982156899881e+03 1.692718543775343676e+02 1.517432000956747652e+04 
1.64659000e+02 1.13299294e-03 6.776274692416666767e+03 2.260070147132540797e+02 1.556589895693589824e+04 
2.14767000e+02 1.50406760e-03 9.530771672292397852e+03 2.301688883974645989e+02 1.595747790430431814e+04 
1.91822000e+02 1.45139402e-03 7.751998743800802913e+03 2.103700503995829649e+02 1.634905685167273987e+04 
2.02560000e+02 1.42412757e-03 7.988905844881940538e+03 2.278693417630342992e+02 1.674063579904115977e+04 
2.08895000e+02 1.47908985e-03 7.960994849802247700e+03 2.270175451364250705e+02 1.713221474640958331e+04 
2.50985000e+02 1.79958797e-03 9.636501048954660291e+03 2.265724820848201091e+02 1.752379369377800322e+04 
2.07750000e+02 1.60635343e-03 7.225228350577952369e+03 2.077715664071842525e+02 1.791537264114642312e+04 
2.44882000e+02 1.75688468e-03 8.609649403209532466e+03 2.272184745846926148e+02 1.830695158851484302e+04 
2.60269000e+02 1.86630976e-03 8.782702034788479068e+03 2.253958628871430960e+02 1.869853053588326657e+04 
2.24825000e+02 1.59225554e-03 7.081764087577759710e+03 2.285809348282368774e+02 1.909010948325168647e+04 
3.03559000e+02 2.52981692e-03 9.461138791547733490e+03 1.901367687377971265e+02 1.948168843062010637e+04 
3.10460000e+02 2.60217481e-03 9.301859929525320695e+03 1.885501515553593208e+02 1.987326737798852992e+04 
3.28556000e+02 2.29731308e-03 9.474912561104269116e+03 2.245596425055020688e+02 2.026484632535694982e+04 
3.11720000e+02 2.17729455e-03 8.645083209780943434e+03 2.261429147241589703e+02 2.065642527272536972e+04 
3.66838000e+02 2.73209298e-03 9.821017824262164140e+03 2.084033713750315258e+02 2.104800422009379326e+04 
3.13655000e+02 2.59406912e-03 7.905974733165186080e+03 1.908584169652345963e+02 2.166872746786959760e+04 
2.80423000e+02 2.01356235e-03 6.807337453117922450e+03 2.228556714522145228e+02 2.206030641523801751e+04 
1.60410000e+02 1.32680271e-03 6.980390084696869962e+03 1.871027793476073384e+02 1.501188536260643923e+04 
1.68108000e+02 1.37675987e-03 7.153442716275816565e+03 1.905955573415386084e+02 1.540346430997486095e+04 
1.81038000e+02 1.46159616e-03 7.627192724923977039e+03 1.956218628402393165e+02 1.579504325734328086e+04 
1.84980000e+02 1.27048197e-03 7.499547979433711589e+03 2.306382091503393497e+02 1.618662220471170258e+04 
1.94173000e+02 1.39234929e-03 7.672600611012659101e+03 2.223144617819182827e+02 1.657820115208012430e+04 
2.33505000e+02 1.63635950e-03 9.420988536222153925e+03 2.317555055799023762e+02 1.696978009944854421e+04 
2.14833000e+02 1.49463138e-03 8.055073411002786088e+03 2.316999596406922706e+02 1.736135904681696411e+04 
2.24883000e+02 2.07013812e-03 8.191758505749501637e+03 1.758787838934499632e+02 1.775293799418538765e+04 
2.36194000e+02 1.94575029e-03 8.364811137328448240e+03 1.973432196766551101e+02 1.814451694155380756e+04 
2.48833000e+02 2.29725461e-03 8.537863768907394842e+03 1.762004305136326536e+02 1.853609588892222746e+04 
2.42484000e+02 1.70711591e-03 7.952872683465154296e+03 2.313803482689031341e+02 1.892767483629065100e+04 
2.80671000e+02 1.92948116e-03 8.883969032065289866e+03 2.327428085124473967e+02 1.931925378365907090e+04 
2.97572000e+02 2.06201264e-03 9.057021663644238288e+03 2.292127397960841790e+02 1.971083273102749081e+04 
2.84513000e+02 1.93175537e-03 8.319403251239766178e+03 2.352400223880810017e+02 2.010241167839591071e+04 
3.33411000e+02 2.47839115e-03 9.403126926802133312e+03 2.108905912196396457e+02 2.049399062576433425e+04 
3.05390000e+02 2.09958342e-03 8.282086463195471879e+03 2.303047884083695180e+02 2.088556957313275416e+04 
3.61298000e+02 2.41582835e-03 9.463448417375711870e+03 2.324771538073398744e+02 2.127714852050117770e+04 
2.95664000e+02 2.03295613e-03 7.052175718999005767e+03 2.311794188206355898e+02 2.226469814376539580e+04 
1.79980000e+02 1.39483888e-03 8.146350619660818666e+03 2.036096927229737048e+02 1.521627709113381752e+04 
1.69677000e+02 1.12463022e-03 7.070718042142840204e+03 2.358618333249027899e+02 1.560785603850223924e+04 
1.77961000e+02 1.19929523e-03 7.243770673721787716e+03 2.337499786388042935e+02 1.599943498587066097e+04 
1.85749000e+02 1.25637006e-03 7.358652026420684706e+03 2.343307620816751182e+02 1.639101393323908269e+04 
2.00437000e+02 1.36595710e-03 7.832279027446091277e+03 2.348000828345498689e+02 1.678259288060750259e+04 
2.05849000e+02 1.67972387e-03 7.762928568458629343e+03 1.966881523145025881e+02 1.717417182797592250e+04 
2.34437000e+02 1.85496594e-03 8.838561145976607804e+03 2.053335463031063455e+02 1.756575077534434604e+04 
2.07714000e+02 1.57450646e-03 7.189810253108049437e+03 2.119334400913947718e+02 1.795732972271276594e+04 
2.63340000e+02 1.80900854e-03 9.230074295223184890e+03 2.348962294532411761e+02 1.834890867008118585e+04 
2.51841000e+02 1.78786909e-03 8.455139094774418481e+03 2.287215161897125881e+02 1.874048761744960939e+04 
2.49961000e+02 1.72498844e-03 8.050862552736473845e+03 2.355422219531136534e+02 1.913206656481802929e+04 
2.83911000e+02 2.29228881e-03 8.801244357932313505e+03 1.978844293469513786e+02 1.952364551218644920e+04 
2.59960000e+02 1.77379590e-03 7.732922101586238568e+03 2.369046821966579159e+02 1.991522445955486910e+04 
2.87909000e+02 2.51198396e-03 8.252079996323080195e+03 1.828003243019210800e+02 2.030680340692329264e+04 
3.25315000e+02 2.16330904e-03 8.991188472938838459e+03 2.363761678678544058e+02 2.069838235429171255e+04 
3.56150000e+02 2.82500344e-03 9.493454884248103554e+03 1.962627470976694326e+02 2.108996130166013245e+04 
3.75984000e+02 2.54979371e-03 9.666507515827050156e+03 2.283152801231293552e+02 2.148154024902855599e+04 
3.96541000e+02 2.58157941e-03 9.839560147405998578e+03 2.366390274915503937e+02 2.187311919639697589e+04 
