#最大Miese应力(MPa)   最大Miese应变  密度kg/m^3  弹模GPa  转速r/min 
2.23423000e+02 2.09076071e-03 9.850606192840918084e+03 1.729131872416882061e+02 1.611919148150389083e+04 
1.77541000e+02 1.39944483e-03 6.777537423829308864e+03 1.997837365244498358e+02 1.651077042887231073e+04 
2.32008000e+02 2.25320489e-03 9.416990715374042338e+03 1.671599996914358428e+02 1.690234937624073427e+04 
1.94351000e+02 1.74484153e-03 7.059788217485013774e+03 1.775956017459554346e+02 1.729392832360915418e+04 
2.05366000e+02 1.74335646e-03 7.296695318566151400e+03 1.890194723082340715e+02 1.768550727097757408e+04 
2.15683000e+02 1.51513486e-03 7.469747950145098002e+03 2.295577365713536437e+02 1.807708621834599762e+04 
2.45024000e+02 2.32639607e-03 8.466185140209337987e+03 1.717169102092394439e+02 1.846866516571441753e+04 
2.60134000e+02 1.88503515e-03 8.628191726353366903e+03 2.230566009004820671e+02 1.886024411308283743e+04 
2.73394000e+02 2.51390108e-03 8.710916400486343264e+03 1.746171582949757521e+02 1.925182306045125733e+04 
3.17619000e+02 2.43414748e-03 9.743581404688018665e+03 2.056669670450761771e+02 1.964340200781968088e+04 
2.83148000e+02 2.42740934e-03 8.335011108039834653e+03 1.864336836573280891e+02 2.003498095518810078e+04 
2.36279000e+02 1.83985197e-03 6.603222060837719255e+03 2.087787365335411209e+02 2.042655990255652432e+04 
3.17830000e+02 2.92447673e-03 8.681116371197729677e+03 1.712915049924062600e+02 2.081813884992494422e+04 
3.26623000e+02 2.76810067e-03 8.598185259480975219e+03 1.853988082943197924e+02 2.120971779729336413e+04 
2.78118000e+02 2.60638867e-03 7.040711575270449430e+03 1.709465082171367953e+02 2.160129674466178403e+04 
3.68790000e+02 2.57725382e-03 9.043647448498722952e+03 2.219810410399484510e+02 2.199287569203020757e+04 
1.93192000e+02 1.52672677e-03 9.373326897513519725e+03 2.016012399795569650e+02 1.494445463939862748e+04 
1.75894000e+02 1.60783845e-03 7.744386245314794905e+03 1.720385568294221343e+02 1.533603358676704920e+04 
1.94662000e+02 1.34971312e-03 8.555725378327417275e+03 2.299831417881867992e+02 1.572761253413546910e+04 
1.76465000e+02 1.50574582e-03 6.670652358371206901e+03 1.843882778711488015e+02 1.656541470365440910e+04 
1.95114000e+02 1.52604032e-03 7.384507212600365165e+03 2.039456102086603551e+02 1.695699365102282900e+04 
1.86438000e+02 1.72584892e-03 6.604484792250361352e+03 1.713218733756463621e+02 1.734857259839124890e+04 
2.03247000e+02 1.45147549e-03 7.147791931003806894e+03 2.244190611440263297e+02 1.774015154575967244e+04 
2.09212000e+02 1.91049217e-03 7.122379955574561791e+03 1.760645305027277345e+02 1.813173049312809235e+04 
2.17911000e+02 1.60697207e-03 7.213764206849396942e+03 2.188947272162715763e+02 1.852330944049651225e+04 
2.38329000e+02 2.13261544e-03 7.787942218223301097e+03 1.818130213693760595e+02 1.891488838786493579e+04 
2.47900000e+02 2.27117601e-03 7.840002457319596942e+03 1.776511476851655402e+02 1.930646733523335570e+04 
2.60369000e+02 2.35389644e-03 7.917438876893742417e+03 1.787790319791862714e+02 1.969804628260177560e+04 
3.33402000e+02 2.95915794e-03 9.785599726792261208e+03 1.766299978742937924e+02 2.008962522997019551e+04 
2.77566000e+02 2.29352727e-03 7.815853213302993026e+03 1.939234851110084037e+02 2.048120417733861905e+04 
2.56726000e+02 1.86630953e-03 6.950590055408256376e+03 2.227544013354494439e+02 2.087278312470703895e+04 
3.46919000e+02 3.12256040e-03 9.093389200476471160e+03 1.734337280617448869e+02 2.126436207207546249e+04 
3.51247000e+02 3.06543208e-03 8.878318246793280196e+03 1.786384506177105322e+02 2.165594101944388240e+04 
2.76299000e+02 2.67783484e-03 6.713682954327118750e+03 1.654412364998763678e+02 2.204751996681230230e+04 
1.76429000e+02 1.55847348e-03 8.134047481381195212e+03 1.781099362889070221e+02 1.499909891418072402e+04 
2.01729000e+02 1.84492045e-03 9.397476141530123641e+03 1.751083819013473146e+02 1.539067786154914575e+04 
1.99372000e+02 1.65049609e-03 8.790314533274487985e+03 1.931813459924445908e+02 1.578225680891756565e+04 
2.08831000e+02 1.88196585e-03 8.928691308234356256e+03 1.783727959126030385e+02 1.617383575628598737e+04 
1.82227000e+02 1.58949550e-03 6.648148610110883965e+03 1.812369346101092731e+02 1.700115071592512686e+04 
2.36467000e+02 2.12254340e-03 9.117343154217818665e+03 1.811356644933441657e+02 1.739272966329354676e+04 
2.43867000e+02 2.18669958e-03 9.074883273064258901e+03 1.817574754301659539e+02 1.778430861066196667e+04 
2.06789000e+02 1.73610450e-03 6.974739299424860292e+03 1.912646530318178577e+02 1.817588755803039021e+04 
2.21537000e+02 1.52185691e-03 7.340359136426673103e+03 2.353412925048461375e+02 1.856746650539881011e+04 
2.32686000e+02 2.33248620e-03 7.513411768005620615e+03 1.619909558808684551e+02 1.895904545276723002e+04 
2.44398000e+02 1.86071537e-03 7.686464399584567218e+03 2.140868610321885228e+02 1.935062440013565356e+04 
2.84224000e+02 2.49108689e-03 8.617261901695539564e+03 1.822718099731175698e+02 1.974220334750407346e+04 
2.75695000e+02 2.41699992e-03 8.032569662742462242e+03 1.829409056633967907e+02 2.013378229487249337e+04 
2.92404000e+02 2.81917306e-03 8.205622294321408845e+03 1.651099806933238483e+02 2.052536124224091327e+04 
3.09797000e+02 2.73628700e-03 8.378674925900357266e+03 1.789743681033972109e+02 2.091694018960933681e+04 
3.27875000e+02 2.71366064e-03 8.551727557479303869e+03 1.897616114267978560e+02 2.130851913697776035e+04 
2.68236000e+02 2.46096902e-03 6.724612778984945180e+03 1.754533786766167793e+02 2.170009808434618026e+04 
3.82850000e+02 3.39172189e-03 9.309472428011329612e+03 1.744765769335000130e+02 2.209167703171460016e+04 
1.84939000e+02 1.63424098e-03 8.679853639785087580e+03 1.792702555855578339e+02 1.504325597908302188e+04 
2.00193000e+02 1.43352730e-03 9.243938083795093917e+03 2.234317582114813376e+02 1.543483492645144179e+04 
1.76264000e+02 1.51160532e-03 7.295432587153509303e+03 1.834321292697683816e+02 1.582641387381986351e+04 
1.91823000e+02 1.67280700e-03 7.877809921157526333e+03 1.825346695968135577e+02 1.621799282118828341e+04 
2.29076000e+02 2.04006323e-03 9.590043346952988941e+03 1.820887312367184734e+02 1.660957176855670696e+04 
1.86494000e+02 1.26726405e-03 6.620910606393459602e+03 2.333746134802946983e+02 1.733109622422492248e+04 
2.09488000e+02 1.86323751e-03 7.468485218732455905e+03 1.807918715585043117e+02 1.772267517159334602e+04 
2.29086000e+02 1.99812178e-03 8.063428150339619606e+03 1.859193491143764732e+02 1.811425411896176593e+04 
2.15959000e+02 1.83849801e-03 7.140068501130302138e+03 1.894594118617652327e+02 1.850583306633018583e+04 
2.94871000e+02 2.59977045e-03 9.763095978531935543e+03 1.803623041978431729e+02 1.889741201369860937e+04 
2.41424000e+02 2.22162357e-03 7.614889586644353585e+03 1.769737908091336465e+02 1.928899096106702928e+04 
3.00374000e+02 2.86835602e-03 9.172363270854879374e+03 1.661528295650789744e+02 1.968056990843544918e+04 
2.36301000e+02 2.30759992e-03 6.839494131683842170e+03 1.664887470507656246e+02 2.007214885580387272e+04 
2.83697000e+02 2.70557083e-03 8.005331659025038789e+03 1.675550365250289246e+02 2.046372780317229262e+04 
2.95626000e+02 2.13355059e-03 8.036567483590574739e+03 2.202571874598158104e+02 2.085530675054071253e+04 
2.56650000e+02 2.08392932e-03 6.706070455841110743e+03 1.994478190387631855e+02 2.124688569790913607e+04 
3.36907000e+02 2.55123037e-03 8.524489553761881325e+03 2.067842634746392321e+02 2.163846464527755597e+04 
3.76998000e+02 3.21647681e-03 9.216700080077669554e+03 1.814378640583768174e+02 2.203004359264597588e+04 
1.86645000e+02 1.84540748e-03 8.870594816919776349e+03 1.604275661890566198e+02 1.498162254001439760e+04 
1.98396000e+02 1.44992655e-03 9.200274265934571304e+03 2.186937977680040035e+02 1.537320148738281932e+04 
1.90087000e+02 1.63103870e-03 8.228126042581732690e+03 1.852975381775547135e+02 1.576478043475123923e+04 
2.16335000e+02 1.70577084e-03 9.389752711656617976e+03 2.045864944660904712e+02 1.615635938211966095e+04 
2.20153000e+02 1.92787906e-03 9.164241104517786880e+03 1.845241778820537206e+02 1.654793832948808267e+04 
2.38815000e+02 2.08138150e-03 9.735857974814513000e+03 1.866965432810240770e+02 1.693951727685650258e+04 
2.45775000e+02 2.13108267e-03 9.051370878372228617e+03 1.879389997292483656e+02 1.788943187796502025e+04 
2.06202000e+02 1.80089383e-03 6.867658943691501918e+03 1.838074944282779484e+02 1.828101082533344015e+04 
2.10984000e+02 1.78610989e-03 6.793963237972407114e+03 1.900812227985869924e+02 1.867258977270186006e+04 
2.45871000e+02 1.94381112e-03 7.973297988081871154e+03 2.061069065986073383e+02 1.906416872007028360e+04 
2.38978000e+02 1.85736436e-03 7.386816838428343544e+03 2.093595199764119741e+02 1.945574766743870350e+04 
2.52535000e+02 2.30388944e-03 7.559869470007291056e+03 1.779268575525079541e+02 1.984732661480712704e+04 
3.10647000e+02 2.60613590e-03 8.974296989511261927e+03 1.883644049460815495e+02 2.023890556217554695e+04 
2.40796000e+02 1.91953695e-03 6.634284821538974938e+03 2.042414976908210065e+02 2.063048450954396685e+04 
2.70723000e+02 2.22708470e-03 7.232840849063961286e+03 1.954265267160283770e+02 2.102206345691238675e+04 
3.53808000e+02 2.90763251e-03 9.147349621090208529e+03 1.895606819785303117e+02 2.141364240428080666e+04 
2.98198000e+02 2.52825030e-03 7.416823305300735228e+03 1.872981154718182495e+02 2.180522135164923020e+04 
3.67793000e+02 2.96150439e-03 8.854169002776678099e+03 1.927120252395698685e+02 2.219680029901765010e+04 
1.88029000e+02 1.27314406e-03 8.771237891059923641e+03 2.344666620925800373e+02 1.514837924638607183e+04 
1.97470000e+02 1.81079131e-03 8.944290522638870243e+03 1.742109222283925192e+02 1.553995819375449355e+04 
2.17353000e+02 1.86993504e-03 9.718169429258770833e+03 1.875940029539789009e+02 1.593153714112291345e+04 
2.17927000e+02 1.53222894e-03 9.290395785796765267e+03 2.295881049545937458e+02 1.632311608849133518e+04 
2.06589000e+02 1.74202016e-03 8.236480781918566208e+03 1.904124786051395404e+02 1.671469503585975690e+04 
2.30240000e+02 1.97957397e-03 9.101743939813304678e+03 1.886860515662642399e+02 1.710627398322817680e+04 
2.54665000e+02 1.85628949e-03 9.809553680533606894e+03 2.224106084006095898e+02 1.749785293059659671e+04 
2.11392000e+02 1.70043896e-03 7.025112360865935443e+03 2.000796240066104588e+02 1.838713027491730827e+04 
2.15511000e+02 1.79486460e-03 6.914556893991470133e+03 1.936212855459757520e+02 1.877870922228573181e+04 
2.88124000e+02 2.36550444e-03 9.266441832055417763e+03 1.942430964827975401e+02 1.917028816965415172e+04 
2.35456000e+02 1.99179707e-03 7.167306504847725591e+03 1.921312417966990154e+02 1.956186711702257162e+04 
2.51013000e+02 2.21899948e-03 7.433714788728311760e+03 1.837771260450378463e+02 1.995344606439099516e+04 
2.66752000e+02 1.85036286e-03 7.606767420307259272e+03 2.322142941836438865e+02 2.034502501175941507e+04 
2.86783000e+02 2.37690545e-03 7.882020779423838576e+03 1.925262786302920688e+02 2.073660395912783861e+04 
2.77569000e+02 1.90975596e-03 7.344356957274785600e+03 2.328833898739231074e+02 2.112818290649625851e+04 
3.17897000e+02 2.78896224e-03 8.125925315044101808e+03 1.796456207440674291e+02 2.151976185386467841e+04 
3.36329000e+02 2.47401882e-03 8.298977946623048410e+03 2.129102418345115098e+02 2.191134080123309832e+04 
3.55448000e+02 2.89076345e-03 8.472030578201996832e+03 1.914599891560287688e+02 2.230291974860151822e+04 
1.85516000e+02 1.46242036e-03 8.480152744539089326e+03 2.010357726079909071e+02 1.525449869596994176e+04 
1.97387000e+02 1.64132739e-03 8.818135841359890037e+03 1.921008734134588849e+02 1.564607764333836167e+04 
2.00754000e+02 1.64532902e-03 8.595875633652996839e+03 1.952859453545526662e+02 1.603765659070678339e+04 
2.24847000e+02 1.89833988e-03 9.562805343235566397e+03 1.917558766381894202e+02 1.642923553807520511e+04 
2.28826000e+02 2.12251127e-03 9.337293736096733483e+03 1.748124944191866632e+02 1.682081448544362502e+04 
2.02836000e+02 1.67041858e-03 7.571333613735847393e+03 1.945743522893500597e+02 1.721239343281204492e+04 
2.54444000e+02 2.29158375e-03 9.683398999254626688e+03 1.800406575776604825e+02 1.760397238018046846e+04 
2.70350000e+02 2.22907441e-03 9.856451630833575109e+03 1.950202906494451440e+02 1.799555132754888837e+04 
2.12292000e+02 1.52080381e-03 6.922679060328563537e+03 2.247549786297129799e+02 1.857651266936169122e+04 
2.17268000e+02 1.74917197e-03 6.852059729286987931e+03 2.004549891651200539e+02 1.896809161673011477e+04 
2.27584000e+02 1.85900729e-03 6.998251694116890576e+03 1.984049701670080594e+02 1.935967056409853467e+04 
2.73245000e+02 2.25278159e-03 8.271156638537644540e+03 1.947574310257491561e+02 1.975124951146695457e+04 
2.57487000e+02 2.11710304e-03 7.486173764288196253e+03 1.968738989237803878e+02 2.014282845883537811e+04 
2.68510000e+02 2.22415411e-03 7.517409588853732203e+03 1.942986424220076458e+02 2.053440740620379802e+04 
2.88242000e+02 2.09356271e-03 7.779820051886206784e+03 2.195455943946132038e+02 2.092598635357221792e+04 
3.02116000e+02 2.41354140e-03 7.863514852011627227e+03 1.984605161062181651e+02 2.131756530094063783e+04 
3.45868000e+02 2.70595551e-03 8.697542185340827928e+03 1.995884004002389247e+02 2.170914424830906137e+04 
3.95323000e+02 3.08556779e-03 9.608336236946999634e+03 1.974393662953464172e+02 2.210072319567748127e+04 
1.80809000e+02 1.22486876e-03 8.382672746748468853e+03 2.330787259981340469e+02 1.505230214304590299e+04 
2.06592000e+02 2.03984658e-03 9.647965192683215719e+03 1.626227608487157283e+02 1.544388109041432472e+04 
2.05170000e+02 1.62500317e-03 9.089178342210158007e+03 2.025668438512185787e+02 1.583546003778274462e+04 
2.09371000e+02 2.05220707e-03 8.901830641485312299e+03 1.640482302029708990e+02 1.622703898515116634e+04 
2.14430000e+02 2.11293467e-03 8.768928265231945261e+03 1.635789094500961767e+02 1.661861793251958807e+04 
2.31061000e+02 1.76638576e-03 9.247935904643207323e+03 2.122693575770814221e+02 1.701019687988800797e+04 
2.23270000e+02 1.53111023e-03 8.444209270116592961e+03 2.359173792641129239e+02 1.740177582725642787e+04 
1.94871000e+02 1.84184903e-03 6.694606312112554406e+03 1.687513135574776868e+02 1.779335477462485142e+04 
2.73513000e+02 2.20460749e-03 9.767093799380048949e+03 1.991821643336556633e+02 1.818493372199327132e+04 
2.10709000e+02 1.82662434e-03 6.692296686284576026e+03 1.855997377425873367e+02 1.879708784684411876e+04 
2.18571000e+02 1.63720131e-03 6.749626428749616935e+03 2.155667994468017810e+02 1.918866679421253866e+04 
2.22829000e+02 1.52602141e-03 6.652146430958995552e+03 2.361930891314553378e+02 1.958024574158096220e+04 
2.45994000e+02 2.02651805e-03 7.268784323486458561e+03 1.977831592301862997e+02 1.997182468894938211e+04 
3.27658000e+02 2.76320330e-03 9.357719040713451250e+03 1.862506049209289927e+02 2.036340363631780201e+04 
2.71490000e+02 2.65818986e-03 7.441836955065406073e+03 1.641443768216622061e+02 2.075498258368622191e+04 
2.81146000e+02 2.23923970e-03 7.427869350735654734e+03 2.008500259987131074e+02 2.114656153105464546e+04 
3.00715000e+02 2.35431644e-03 7.666949825740649430e+03 2.026223897904287128e+02 2.153814047842306900e+04 
3.28536000e+02 2.53185206e-03 8.090491508472689020e+03 2.037502740844494440e+02 2.192971942579148890e+04 
1.86766000e+02 1.73952822e-03 8.999310639275932772e+03 1.703147032492894937e+02 1.488129837315990881e+04 
1.83250000e+02 1.38101410e-03 8.307100112960142724e+03 2.099249873479780035e+02 1.527287732052832871e+04 
1.76987000e+02 1.35760982e-03 7.493897194161701918e+03 2.051976462922014264e+02 1.566445626789675043e+04 
2.11582000e+02 1.69919497e-03 9.224423509951175220e+03 2.004246207818799519e+02 1.605603521526517216e+04 
2.14252000e+02 1.49643239e-03 8.941980896810891863e+03 2.307343557690306284e+02 1.644761416263359206e+04 
2.16511000e+02 1.72704549e-03 8.653205376118037748e+03 2.022472324794294423e+02 1.683919311000201560e+04 
2.04518000e+02 1.70090868e-03 7.642800581724045514e+03 1.928479252504747592e+02 1.723077205737043550e+04 
2.23867000e+02 1.78553759e-03 8.263544140051637442e+03 2.028980996577711267e+02 1.762235100473885541e+04 
2.61764000e+02 2.10145898e-03 9.518468534012774398e+03 2.011716726188958262e+02 1.801392995210727531e+04 
2.77941000e+02 2.40760492e-03 9.691521165591722820e+03 1.849537452427148310e+02 1.840550889947569885e+04 
2.20778000e+02 1.73043426e-03 6.679007097708040419e+03 2.062081767153724172e+02 1.942045017499053210e+04 
2.31263000e+02 2.21662414e-03 6.825199062537943064e+03 1.693274003167445017e+02 1.981202912235895565e+04 
2.38806000e+02 1.87955378e-03 6.843704989950154413e+03 2.067287175354290980e+02 2.020360806972737555e+04 
2.58808000e+02 1.83564743e-03 7.198164992444882955e+03 2.280524204994333672e+02 2.059518701709579909e+04 
2.74897000e+02 2.55737341e-03 7.371217624023830467e+03 1.724681241900832731e+02 2.098676596446421900e+04 
2.91672000e+02 2.17027422e-03 7.544270255602777979e+03 2.139907144134972441e+02 2.137834491183263890e+04 
3.09117000e+02 2.08735963e-03 7.717322887181724582e+03 2.341450154723973469e+02 2.176992385920105880e+04 
3.27237000e+02 2.54423290e-03 7.890375518760672094e+03 2.020463030311618979e+02 2.216150280656947871e+04 
1.58361000e+02 1.17573207e-03 6.741504262412522621e+03 2.079121477686599633e+02 1.511308175393790225e+04 
2.09350000e+02 1.63584770e-03 9.749232189960028336e+03 2.057631136637674842e+02 1.550466070130632397e+04 
1.95222000e+02 1.68471124e-03 8.409533413497514630e+03 1.848575986240235522e+02 1.589623964867474388e+04 
2.05020000e+02 1.95933085e-03 8.582586045076461232e+03 1.678766831452116151e+02 1.628781859604316560e+04 
2.15347000e+02 1.76895014e-03 8.755638676655409654e+03 1.962931154809095347e+02 1.667939754341158550e+04 
2.38621000e+02 1.75756303e-03 9.576179558381079914e+03 2.208889924276631120e+02 1.707097649078000904e+04 
2.46064000e+02 1.69118157e-03 9.510346367675680085e+03 2.370452635581336267e+02 1.746255543814842895e+04 
2.07335000e+02 1.57868371e-03 7.254816719156707222e+03 2.109461371588497514e+02 1.785413438551684885e+04 
2.32860000e+02 1.76249826e-03 8.120079877051443873e+03 2.145319240837934558e+02 1.824571333288527239e+04 
2.82819000e+02 2.71073047e-03 9.620901834550146305e+03 1.667846345329262476e+02 1.863729228025369230e+04 
2.94390000e+02 2.41695382e-03 9.612547095213312787e+03 1.937225556627408309e+02 1.902887122762211220e+04 
2.48369000e+02 1.78945990e-03 7.589875936879681831e+03 2.258212681039762799e+02 1.964054473236041667e+04 
3.15994000e+02 2.36666764e-03 9.320402252669155132e+03 2.105709798478505093e+02 2.003212367972883658e+04 
2.89715000e+02 2.13027110e-03 8.209620115169522251e+03 2.167271187434525928e+02 2.042370262709726012e+04 
2.68682000e+02 2.49781379e-03 7.320844562582754406e+03 1.731141166899557504e+02 2.081528157446568002e+04 
2.73114000e+02 2.42713423e-03 7.171304325695838088e+03 1.806957249398130330e+02 2.120686052183409993e+04 
3.81479000e+02 2.81107513e-03 9.703824303871344455e+03 2.098288407292866964e+02 2.159843946920252347e+04 
3.12248000e+02 2.35749399e-03 7.641537850311403417e+03 2.091737733671341744e+02 2.199001841657094337e+04 
1.71065000e+02 1.29221368e-03 7.814590481890350929e+03 2.072430520783807424e+02 1.494159736393936510e+04 
1.73400000e+02 1.28284284e-03 7.578946112221855401e+03 2.120740214528704826e+02 1.533317631130778682e+04 
1.88359000e+02 1.73096347e-03 8.160695745048245954e+03 1.728119171249231272e+02 1.572475525867620672e+04 
1.97766000e+02 1.47979972e-03 8.333748376627192556e+03 2.135213936606224934e+02 1.611633420604462844e+04 
2.07697000e+02 1.58682428e-03 8.506801008206140978e+03 2.102687802828178576e+02 1.650791315341305017e+04 
2.26548000e+02 1.77246710e-03 9.128807297946374092e+03 2.070599733419816175e+02 1.689949210078147007e+04 
2.26720000e+02 1.68031272e-03 8.728778009906363877e+03 2.185925276512389246e+02 1.729107104814988998e+04 
2.40700000e+02 1.89855637e-03 9.025958902942982604e+03 2.064091061636399900e+02 1.768264999551831352e+04 
2.54803000e+02 1.95386288e-03 9.199011534521929207e+03 2.114049257625912617e+02 1.807422894288673342e+04 
2.70673000e+02 2.06016512e-03 9.372064166100877628e+03 2.112218470261921652e+02 1.846580789025515332e+04 
2.46738000e+02 1.91812094e-03 8.178384290603986301e+03 2.094954199873168648e+02 1.885738683762357687e+04 
3.00567000e+02 2.19631046e-03 9.594041167801100528e+03 2.171024839019621595e+02 1.924896578499199677e+04 
2.98254000e+02 2.27576180e-03 8.532212983635385172e+03 2.081074838928708743e+02 2.033179810827237816e+04 
2.51631000e+02 1.90570001e-03 6.908711455998812198e+03 2.144306539670283769e+02 2.072337705564080170e+04 
3.37033000e+02 2.45394905e-03 8.955754666367425671e+03 2.150524649038501650e+02 2.111495600300922160e+04 
3.61760000e+02 2.64052900e-03 9.274796571392251280e+03 2.129406102177516402e+02 2.150653495037764515e+04 
3.31424000e+02 2.39033265e-03 8.186107720477491057e+03 2.174975207355552413e+02 2.189811389774606505e+04 
